ds,y
2023-11-28,2464.35009765625
2023-11-29,2426.35009765625
2023-11-30,2466.60009765625
2023-12-01,2434.5
2023-12-04,2480.050048828125
2023-12-05,2423.89990234375
2023-12-06,2396.39990234375
2023-12-07,2371.85009765625
2023-12-08,2361.60009765625
2023-12-11,2377.699951171875
2023-12-12,2447.199951171875
2023-12-13,2454.949951171875
2023-12-14,2474.25
2023-12-15,2580.449951171875
2023-12-18,2601.64990234375
2023-12-19,2745.449951171875
2023-12-20,2743.800048828125
2023-12-21,2737.699951171875
2023-12-22,2743.5
2023-12-26,2633.14990234375
2023-12-27,2583.85009765625
2023-12-28,2599.89990234375
2023-12-29,2610.550048828125
2024-01-01,2669.050048828125
2024-01-02,2663.300048828125
2024-01-03,2555.949951171875
2024-01-04,2521.0
2024-01-05,2556.25
2024-01-08,2551.35009765625
2024-01-09,2635.35009765625
2024-01-10,2601.60009765625
2024-01-11,2654.85009765625
2024-01-12,2735.300048828125
2024-01-15,2735.300048828125
2024-01-16,2761.0
2024-01-17,2737.550048828125
2024-01-18,2671.699951171875
2024-01-19,2733.449951171875
2024-01-23,2708.800048828125
2024-01-24,2851.14990234375
2024-01-25,2878.449951171875
2024-01-29,2887.300048828125
2024-01-30,2827.949951171875
2024-01-31,2831.300048828125
2024-02-01,2813.949951171875
2024-02-02,2907.25
2024-02-05,2883.449951171875
2024-02-06,2835.449951171875
2024-02-07,2881.449951171875
2024-02-08,2924.64990234375
2024-02-09,2903.35009765625
2024-02-12,2865.39990234375
2024-02-13,2905.39990234375
2024-02-14,2842.449951171875
2024-02-15,2773.050048828125
2024-02-16,2795.5
2024-02-19,2860.699951171875
2024-02-20,2778.199951171875
2024-02-21,2811.050048828125
2024-02-22,2865.35009765625
2024-02-23,2854.35009765625
2024-02-26,2874.050048828125
2024-02-27,2936.449951171875
2024-02-28,2899.39990234375
2024-02-29,2955.64990234375
2024-03-01,2945.5
2024-03-04,3104.25
2024-03-05,3215.0
2024-03-06,3085.300048828125
2024-03-07,3112.75
2024-03-11,3032.050048828125
2024-03-12,2852.35009765625
2024-03-13,2784.050048828125
2024-03-14,2721.39990234375
2024-03-15,2666.60009765625
2024-03-18,2602.85009765625
2024-03-19,2613.050048828125
2024-03-20,2589.449951171875
2024-03-21,2712.199951171875
2024-03-22,2798.949951171875
2024-03-26,2819.60009765625
2024-03-27,2787.35009765625
2024-03-28,2871.949951171875
2024-04-01,2788.14990234375
2024-04-02,2779.800048828125
2024-04-03,2707.75
2024-04-04,2686.050048828125
2024-04-05,2647.300048828125
2024-04-08,2518.449951171875
2024-04-09,2526.699951171875
2024-04-10,2546.35009765625
2024-04-12,2502.60009765625
2024-04-15,2457.64990234375
2024-04-16,2466.5
2024-04-18,2548.800048828125
2024-04-19,2631.64990234375
2024-04-22,2593.25
2024-04-23,2628.449951171875
2024-04-24,2622.550048828125
2024-04-25,2647.25
2024-04-26,2728.5
2024-04-29,2698.949951171875
2024-04-30,2664.5
2024-05-02,2601.85009765625
2024-05-03,2525.449951171875
2024-05-06,2500.449951171875
2024-05-07,2461.0
2024-05-08,2512.199951171875
2024-05-09,2449.75
2024-05-10,2531.60009765625
2024-05-13,2465.64990234375
2024-05-14,2549.85009765625
2024-05-15,2619.0
2024-05-16,2567.35009765625
2024-05-17,3080.35009765625
2024-05-21,3396.300048828125
2024-05-22,3461.0
2024-05-23,3342.5
2024-05-24,3309.800048828125
2024-05-27,3345.699951171875
2024-05-28,3304.89990234375
2024-05-29,3304.10009765625
2024-05-30,3301.949951171875
2024-05-31,3388.800048828125
2024-06-03,3517.5
2024-06-04,2836.800048828125
2024-06-05,2900.5
2024-06-06,3123.64990234375
2024-06-07,3334.25
2024-06-10,3379.300048828125
2024-06-11,3645.5
2024-06-12,3636.14990234375
2024-06-13,3721.35009765625
2024-06-14,3797.85009765625
2024-06-18,3894.449951171875
2024-06-19,3859.699951171875
2024-06-20,3790.0
2024-06-21,3902.75
2024-06-24,3887.39990234375
2024-06-25,4030.300048828125
2024-06-26,4014.75
2024-06-27,3887.199951171875
2024-06-28,3853.39990234375
2024-07-01,3974.050048828125
2024-07-02,3962.64990234375
2024-07-03,3986.5
2024-07-04,4008.0
2024-07-05,4238.7998046875
2024-07-08,4334.2001953125
2024-07-09,4152.10009765625
2024-07-10,4087.5
2024-07-11,4123.39990234375
2024-07-12,4142.89990234375
2024-07-15,4047.5
2024-07-16,4157.10009765625
2024-07-18,4076.60009765625
2024-07-19,3901.85009765625
2024-07-22,3919.10009765625
2024-07-23,4051.050048828125
2024-07-24,4101.14990234375
2024-07-25,4175.14990234375
2024-07-26,4249.9501953125
2024-07-29,4594.14990234375
2024-07-30,4524.9501953125
2024-07-31,4441.85009765625
2024-08-01,4378.2001953125
2024-08-02,4353.39990234375
2024-08-05,4252.39990234375
2024-08-06,4196.7001953125
2024-08-07,4278.2998046875
2024-08-08,4278.64990234375
2024-08-09,4279.14990234375
2024-08-12,4298.9501953125
2024-08-13,4702.0
2024-08-14,4868.7998046875
2024-08-16,5082.2001953125
2024-08-19,5236.14990234375
2024-08-20,5198.25
2024-08-21,5154.39990234375
2024-08-22,5024.2998046875
2024-08-23,5054.85009765625
2024-08-26,4999.5
2024-08-27,4995.5
2024-08-28,4881.60009765625
2024-08-29,4749.9501953125
2024-08-30,4753.7998046875
2024-09-02,4662.64990234375
2024-09-03,4839.25
2024-09-04,4888.14990234375
2024-09-05,4768.35009765625
2024-09-06,4700.7001953125
2024-09-09,4624.10009765625
2024-09-10,4637.2001953125
2024-09-11,4663.0
2024-09-12,5165.85009765625
2024-09-13,5333.25
2024-09-16,5309.25
2024-09-17,5559.25
2024-09-18,5476.89990234375
2024-09-19,5428.35009765625
2024-09-20,5479.35009765625
2024-09-23,5586.10009765625
2024-09-24,5632.7998046875
2024-09-25,5564.35009765625
2024-09-26,5483.2001953125
2024-09-27,5552.85009765625
2024-09-30,5425.75
2024-10-01,5466.39990234375
2024-10-03,5225.2001953125
2024-10-04,5048.5
2024-10-07,4870.7998046875
2024-10-08,5253.10009765625
2024-10-09,5391.60009765625
2024-10-10,5538.2001953125
2024-10-11,5590.2998046875
2024-10-14,5682.2998046875
2024-10-15,5714.25
2024-10-16,5731.25
2024-10-17,5582.60009765625
2024-10-18,5610.5
2024-10-21,5652.10009765625
2024-10-22,5394.64990234375
2024-10-23,5469.35009765625
2024-10-24,5512.2998046875
2024-10-25,5301.60009765625
2024-10-28,5343.7998046875
2024-10-29,5242.60009765625
2024-10-30,5269.7998046875
2024-10-31,5440.0498046875
2024-11-01,5512.35009765625
2024-11-04,5414.0498046875
2024-11-05,5312.64990234375
2024-11-06,5872.9501953125
2024-11-07,5781.60009765625
2024-11-08,5544.2998046875
2024-11-11,5633.0
2024-11-12,5728.85009765625
2024-11-13,5437.89990234375
2024-11-14,5538.14990234375
2024-11-18,5622.64990234375
2024-11-19,5775.85009765625
2024-11-21,5810.14990234375
2024-11-22,5854.85009765625
2024-11-25,5895.85009765625
2024-11-26,5985.64990234375
2024-11-27,5897.39990234375
2024-11-28,5838.25
2024-11-29,5987.4501953125
2024-12-02,6319.0498046875
2024-12-03,6225.5
2024-12-04,6208.5
2024-12-05,6249.5
2024-12-06,6232.7001953125
2024-12-09,6294.60009765625
2024-12-10,6355.10009765625
2024-12-11,6506.9501953125
2024-12-12,6597.14990234375
2024-12-13,6752.0498046875
2024-12-16,7119.75
2024-12-17,7242.7998046875
2024-12-18,7101.35009765625
2024-12-19,7242.75
2024-12-20,7303.64990234375
2024-12-23,7338.9501953125
2024-12-24,7238.25
2024-12-26,7062.9501953125
2024-12-27,7068.4501953125
2024-12-30,7199.0498046875
2024-12-31,7417.2998046875
2025-01-01,7597.5498046875
2025-01-02,7483.60009765625
2025-01-03,7544.7001953125
2025-01-06,7166.0
2025-01-07,7247.5498046875
2025-01-08,6970.64990234375
2025-01-09,6731.89990234375
2025-01-10,6672.35009765625
2025-01-13,6145.35009765625
2025-01-14,6196.7001953125
2025-01-15,6565.14990234375
2025-01-16,6576.35009765625
2025-01-17,6579.89990234375
2025-01-20,6613.35009765625
2025-01-21,5977.85009765625
2025-01-22,5350.75
2025-01-23,5595.5
2025-01-24,5628.5
2025-01-27,5268.0498046875
2025-01-28,4661.35009765625
2025-01-29,4955.4501953125
2025-01-30,4725.64990234375
2025-01-31,4792.35009765625
2025-02-01,4892.85009765625
2025-02-03,4602.85009765625
2025-02-04,4459.0498046875
2025-02-05,4408.0498046875
2025-02-06,4291.39990234375
2025-02-07,4279.0498046875
2025-02-10,4119.10009765625
2025-02-11,4096.4501953125
2025-02-12,4182.4501953125
2025-02-13,4138.14990234375
2025-02-14,4008.39990234375
2025-02-17,4049.5
2025-02-18,3951.699951171875
2025-02-19,4212.5498046875
2025-02-20,4211.14990234375
2025-02-21,4367.7001953125
2025-02-24,4351.75
2025-02-25,4272.75
2025-02-27,4031.39990234375
2025-02-28,4144.14990234375
2025-03-03,4132.64990234375
2025-03-04,4047.14990234375
2025-03-05,4170.4501953125
2025-03-06,4249.10009765625
2025-03-07,4457.0498046875
2025-03-10,4301.5
2025-03-11,4291.35009765625
2025-03-12,4330.2001953125
2025-03-13,4243.89990234375
2025-03-17,4341.89990234375
2025-03-18,4341.89990234375
2025-03-19,4584.0498046875
2025-03-20,4642.89990234375
2025-03-21,4848.2998046875
2025-03-24,5036.39990234375
2025-03-25,4882.7001953125
2025-03-26,4873.14990234375
2025-03-27,4803.64990234375
2025-03-28,4747.35009765625
2025-04-01,4795.10009765625
2025-04-02,5036.9501953125
2025-04-03,4956.0498046875
2025-04-04,4649.75
2025-04-07,4439.2998046875
2025-04-08,4836.2001953125
2025-04-09,4833.5498046875
2025-04-11,5091.14990234375
2025-04-15,5520.89990234375
2025-04-16,5671.2001953125
2025-04-17,5643.0
2025-04-21,5879.0
2025-04-22,5979.2998046875
2025-04-23,5919.60009765625
2025-04-24,5835.39990234375
2025-04-25,5573.89990234375
2025-04-28,5884.60009765625
2025-04-29,5914.7001953125
2025-04-30,5747.2001953125
2025-05-02,5757.0
2025-05-05,5795.0
2025-05-06,5623.0
2025-05-07,5842.0
2025-05-08,5664.0
2025-05-09,5665.5
2025-05-12,5979.5
2025-05-13,6285.5
2025-05-14,6322.5
2025-05-15,6297.5
2025-05-16,6262.5
2025-05-19,6104.5
2025-05-20,6003.5
2025-05-21,5951.0
2025-05-22,5932.5
2025-05-23,6024.5
2025-05-26,5975.0
2025-05-27,5978.0
2025-05-28,5992.0
2025-05-29,6027.0
2025-05-30,5980.0
2025-06-02,5821.0
2025-06-03,5788.0
2025-06-04,5737.5
2025-06-05,5658.5
2025-06-06,5731.5
2025-06-09,5654.0
2025-06-10,5583.5
2025-06-11,5576.0
2025-06-12,5476.5
2025-06-13,5475.5
2025-06-16,5597.5
2025-06-17,5644.0
2025-06-18,5720.0
2025-06-19,5612.0
2025-06-20,5864.5
2025-06-23,5782.5
2025-06-24,5798.0
2025-06-25,5850.0
2025-06-26,5769.0
2025-06-27,5867.5
2025-06-30,6095.0
2025-07-01,6140.5
2025-07-02,6286.5
2025-07-03,6175.5
2025-07-04,6156.5
2025-07-07,6175.0
2025-07-08,6007.0
2025-07-09,6123.0
2025-07-10,6164.5
2025-07-11,5998.0
2025-07-14,6023.0
2025-07-15,5975.0
2025-07-16,5977.5
2025-07-17,5953.5
2025-07-18,5853.0
2025-07-21,5897.0
2025-07-22,5783.0
2025-07-23,5747.5
2025-07-24,5660.5
2025-07-25,5693.5
2025-07-28,5517.0
2025-07-29,5542.0
2025-07-30,5638.0
2025-07-31,6172.0
2025-08-01,6371.5
2025-08-04,6297.0
2025-08-05,6325.5
2025-08-06,6031.5
2025-08-07,6089.0
2025-08-08,5815.5
2025-08-11,5851.0
2025-08-12,5808.5
2025-08-13,6060.0
2025-08-14,6116.5
2025-08-18,6279.0
2025-08-19,6272.0
2025-08-20,6200.5
2025-08-21,6145.5
2025-08-22,6209.0
2025-08-25,6231.5
2025-08-26,6197.5
2025-08-27,6197.5
2025-08-28,6195.0
2025-08-29,6123.0
2025-09-01,6600.0
2025-09-02,6573.0
2025-09-03,6744.0
2025-09-04,6768.0
2025-09-05,6841.5
2025-09-08,7041.5
2025-09-09,7100.5
2025-09-10,7097.5
2025-09-11,7120.5
2025-09-12,7171.5
2025-09-15,7130.0
2025-09-16,7183.0
2025-09-17,7257.5
2025-09-18,7227.5
2025-09-19,7151.5
2025-09-22,7083.5
2025-09-23,7242.0
2025-09-24,7454.0
2025-09-25,7503.0
2025-09-26,7341.0
2025-09-29,7050.5
2025-09-30,7052.0
2025-10-01,7157.0
2025-10-02,7157.0
2025-10-03,7273.0
2025-10-06,7466.5
2025-10-07,7593.0
